DIRECTORID	NAME	TITLES
nm1805204	Fellipe Barbosa	Casa Grande, Gabriel and the Mountain
nm0285126	Lloyd Fonvielle	Cherry 2000, Gotham, The Mummy
nm2050774	Jay Grace	Chicken Run, Flushed Away, The Pirates! Band of Misfits, Wallace & Gromit: The Curse of the Were-Rabbit
nm0671834	Peng-Yi Chang	Clan Feuds
nm0126096	James Ward Byrkit	Coherence, Rango, The Amazing Spider-Man 2
nm1419617	Bård Breien	Detective Downs, Kunsten å tenke negativt
nm0414642	Stanley Jacobs	96 Souls
nm0539354	Robert Malenfant	A Deadly Lullaby
nm3892733	Chayanop Boonprakob	A Gift, May Who?
nm1225262	Yong-Gyu Yoon	A Hometown in Heart
nm0913777	Atsurô Watabe	A Quiet Life, Kotoba no nai fuyu
nm0472695	Ester Krumbachová	A Report on the Party and Guests, Daisies, Valerie and Her Week of Wonders, Vrazda ing. Certa
nm0686121	Sebastián Pivotto	A Singular Crime
nm0746162	Jean-Paul Rouve	A Very Long Engagement, La Vie En Rose, Lola & Her Brothers
nm4500065	Richard Mans	Abiogenesis
nm0001829	Rachel Ward	Against All Odds, Dead Men Don't Wear Plaid, Sharky's Machine, The Thorn Birds
nm0512862	Caroline Link	All About Me, Annaluise & Anton, Beyond Silence, Nowhere in Africa
nm11182342	Shaunak Sen	All That Breathes
nm0161448	Kate Churchill	All the Old Knives, Spotlight
nm0743501	Jeffrey Ross	Along Came Polly, American Dreamz, National Security, The Wedding Ringer
nm6776016	Matthew D. Ward	American Killing
nm0213354	Jamel Debbouze	Amélie, Angel-A, Asterix & Obelix: Mission Cleopatra, Days of Glory
nm0957038	Peter Zinner	An Officer and a Gentleman, The Deer Hunter, The Godfather, The Godfather Part II
nm0311099	Mihalis Gaziadis	Anna Roditi
nm0475542	Koreyoshi Kurahara	Antarctica, Eight Below
nm2021934	Christian Tureaud	Apache Warrior, Citizen Soldier, The Hornet's Nest, The Perfect Game
nm3130868	Olivia Silver	Arcadia
nm0819045	Tony Spiridakis	Ash Tuesday
nm0685867	Suzan Pitt	Asparagus, Crocus
nm6334204	Kevin O'Brien	At the End of the Day
nm6977318	Jeff S. Chimenti	Atrocity
nm5003129	Teimuraz Taniyah	August 8, Spasibo dedu za pobedu
nm5519017	Manuel R. Mota	Authentic
nm1138076	Garo Setian	Automation, Death Rider in the House of Vampires, Space Wars: Quest for the Deepstar
nm5979944	Matt Chambers	Avengers: Age of Ultron, Rogue One: A Star Wars Story, Solo: A Star Wars Story, The Bike Thief
nm7433244	Levan Tsikurishvili	Avicii: True Stories
nm2973761	Todd Sklar	Awful Nice, Box Elder
nm0005837	Jack Priestley	Back to the Future Part II, The Taking of Pelham One Two Three
nm0490771	Christoph Lauenstein	Balance, Luis and the Aliens, The Fall
nm0604392	Larry Morey	Bambi, Ralph Breaks the Internet, Saving Mr. Banks, Snow White and the Seven Dwarfs
nm0804492	Karen Skloss	Be Here to Love Me, Have You Got It Yet? The Story of Syd Barrett and Pink Floyd, Support the Girls, The Honor Farm
nm0789033	Don Sharp	Bear Island
nm0029242	André Téchiné	Being 17, Rendez-vous, The Witnesses, Wild Reeds
nm0094726	Pascal Bonitzer	Benedetta, Nothing About Robert, Petites coupures
nm0154819	Jeremiah S. Chechik	Benny & Joon, National Lampoon's Christmas Vacation
nm2546059	Burhan Qurbani	Berlin Alexanderplatz, Faith, We Are Young. We Are Strong.
nm0828594	Mark Stevens	Between Midnight and Dawn, The Dark Corner, The Snake Pit, The Street with No Name
nm0136572	Manolo Cardona	Beverly Hills Chihuahua, My Brother's Wife, Undertow
nm7121260	Lakshman	Bhoomi, Bogan
nm0587706	Stuart Millar	Birdman of Alcatraz, Little Big Man, When the Legends Die
nm4823968	Angelique Molina	Blended, I'm Fine (Thanks for Asking)
nm4475180	Raphaël Hernandez	Blood Machines, Dearest Sister
nm6247887	David Sandberg	Blood Machines, Kung Fury, Kung Fury 2
nm2936220	Patrick von Barkenberg	Blood Paradise
nm5658035	Julian Radlmaier	Bloodsuckers - A Marxist Vampire Comedy, Self-Criticism of a Bourgeois Dog
nm3307804	Brett Mullen	Bloody Ballet
nm0340958	Alister Grierson	Bloody Hell, Kokoda: 39th Battalion, Sanctum
nm0702429	Etienne Périer	Bloody Murder, Bridge to the Sun, Meurtre en 45 tours
nm0525725	Leonid Lukov	Bolshaya zhizn
nm7517475	Tibor Czeily	Born Again
nm0193554	Vondie Curtis-Hall	Broken Arrow, Falling Down, Romeo + Juliet, Waist Deep
nm0003524	Eric Neal Young	Brooklyn 45, Marisol
nm0089690	Michael Blum	Brothers, Richard Pryor: Live and Smokin'
nm0428059	F. Richard Jones	Bulldog Drummond, The Gaucho
nm4490918	Cody Knotts	Bus Party to Hell, Kecksburg, Pro Wrestlers vs Zombies
nm0188627	Larry Cromien	Bush Pilot
nm0004709	Giuseppe Andrews	Cabin Fever, Detroit Rock City, Never Been Kissed, Pleasantville
nm2038534	Brad Baruh	Captain America: The Winter Soldier, John Dies at the End, The Purge, The Purge: Anarchy
nm3325382	Noah Collier	Carpet Cowboys, Jawline
nm1376035	Tolga Örnek	Cars of the Revolution, Gelibolu, Losers' Club
nm0448588	J.M. Kenny	Casper, Congo, Jurassic Park, Schindler's List
nm0695844	Gary Preisler	Casualties, Gold Diggers, Misconduct
nm2553586	Brendan Walsh	Centigrade
nm0557947	Takashi Masunaga	Charlotte's Web, Metamorphoses
nm0296144	Friðrik Þór Friðriksson	Children of Nature, Devil's Island, Movie Days
nm0315916	Rituparno Ghosh	Choker Bali: A Passion Play
nm0002086	Lucio Fulci	City of the Living Dead, Murder-Rock: Dancing Death, The New York Ripper, Zombie
nm1403189	Michael Picchiottino	Clipping Adam
nm12048736	Park Jung-bae	Collectors
nm0698781	Federico Prosperi	Curse II: The Bite
nm0906481	Yossi Wein	Cyborg Cop III, Never Say Die
nm1349040	Damien Dante Wayans	Dance Flick, Don't Be a Menace to South Central While Drinking Your Juice in the Hood, Malibu's Most Wanted
nm9876442	Vishwak Sen	Das Ka Dhamki
nm1534234	Rikki Hughes	Dave Chappelle: Sticks & Stones, Dave Chappelle: The Closer
nm8219139	Davi Crimmins	Dead by Midnight (Y2Kill)
nm1050216	Dean McKendrick	Deadly Pickup
nm1031369	J. Wilder Mincey	Deafula
nm0665322	Josh Pate	Deceiver
nm0238621	David Drury	Defense of the Realm, Prime Suspect 3
nm6100161	James Broadhurst	Derelict
nm3382703	Giacomo Abbruzzese	Disco Boy
nm0053095	Adam Baratta	Do It for Uncle Manny
nm2318009	Sarah Ivy	Do You Dream in Color?
nm0487166	Yorgos Lanthimos	Dogtooth, Poor Things, The Killing of a Sacred Deer, The Lobster
nm0000870	Kathy Bates	Dolores Claiborne, Fried Green Tomatoes, Misery, Titanic
nm0792018	John Shepphird	Double Impact, Firestorm
nm2005524	William Leonardo Molina	Down by the River
nm0073488	Géza Bereményi	Eldorádó
nm0128150	Jordi Cadena	Elisa K
nm7308112	Taryn Brumfitt	Embrace: The Documentary
nm1759757	Jesse Wolfe	Eye of the Hurricane
nm3416937	Conrad Faraj	Fighting the Sky
nm2558972	Zackary Canepari	Fire in Paradise
nm1794018	Paul Van Carter	Fred, Shank
nm10858549	Chris Sinclair	Free Burma Rangers
nm0945592	Tizuka Yamasaki	Gaijin, a Brazilian Odyssey
nm8975290	Maksim Arbugaev	Genesis 2.0, Vikhod
nm0643423	Orson Oblowitz	God Bless America, The Five Rules of Success
nm1969144	Gene Stupnitsky	Good Boys, No Hard Feelings
nm3289442	Hayden J. Weal	Guns Akimbo, Love and Time Travel, The Hobbit: An Unexpected Journey, The Hobbit: The Desolation of Smaug
nm0903137	Margarethe von Trotta	Hannah Arendt, Marianne & Juliane, Rosa Luxemburg, Rosenstrasse
nm2818863	BenDavid Grabinski	Happily
nm0034712	Michael Arias	Harmony, Tekkonkinkreet
nm1860624	Frank Lin	Home
nm0661832	Heung-sik Park	I Wish I Had a Wife, Memories of the Sword, My Mother, the Mermaid
nm0323744	Jacques Godbout	IXE-13, YUL 871
nm3716294	George Kunhardt	Jim: The James Foley Story, King In The Wilderness
nm14327985	Anil kumar Aalla	Kalyanam Kamaneeyam
nm0715781	Jennifer Reeder	Knives and Skin, Signature Move, V/H/S/94
nm0810367	Winchell Smith	Lightnin', The Saphead
nm8119812	Rahul Jain	Machines
nm1378716	Owen Smith	Mandie and the Secret Tunnel
nm0256103	Gert Embrechts	Allez, Eddy!, Komt een vrouw bij de dokter
nm0151434	Michael Chandler	Amadeus, Compared to What: The Improbable Journey of Barney Frank, Never Cry Wolf, The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers
nm0481195	Rudi Lagemann	Angels of the Sun
nm8623146	Sankalp Reddy	Antariksham 9000 kmph, IB 71, The Ghazi Attack
nm0824785	Paprika Steen	Applause, The One and Only, The Substitute
nm0014203	Byeong-ki Ahn	Apt
nm1103121	Alexander Eik	At Night All Wolves Are Grey
nm0769704	Francis Schaeffer	Baby on Board, Rising Storm
nm5447183	Claudia Huaiquimilla	Bad Influence
nm0233002	Jim Donovan	Believe Me: The Abduction of Lisa McVey
nm0822119	Sean Stanek	Beowulf, Played, Titanic
nm1751762	Kelly Duane	Better This World
nm0404438	Clint Hutchison	Big Bad Wolf, Terror Tract
nm1593204	Emanuel Hoss-Desmarais	Birthmarked, The Day After Tomorrow, Whitewash
nm0388198	Mike Hodges	Black Rainbow, Flash Gordon, Get Carter, The Terminal Man
nm3660020	Chris Canfield	Black Wood
nm2876503	Paween Purijitpanya	Body sob 19, Ghost Lab, Phobia, Phobia 2
nm0465894	Lena Koppel	Bombay Dreams, The Importance of Tying Your Own Shoes
nm2919665	Lindy Boustedt	Brides to Be, This Is Ours
nm1475981	Marc Wiese	Camp 14: Total Control Zone
nm4698127	Oskar Mellander	Canceled, The Evil Next Door
nm2808370	Josh Timonen	Carjacked, Discussions with Richard Dawkins, Episode 1: The Four Horsemen, Hallowed Ground, Slingshot
nm0836423	Michael Sturminger	Casanova Variations, Hurensohn
nm1633031	Marie Losier	Cassandro, The Exotico!, The Ballad of Genesis and Lady Jaye
nm0407341	Umanosuke Iida	Castle in the Sky, Nausicaä of the Valley of the Wind
nm0386991	Rupert Hitzig	Cattle Annie and Little Britches, Electra Glide in Blue, Jaws 3-D, Wolfen
nm1910738	Bryce Wagoner	Charlie's Angels: Full Throttle, Parrot Heads, The Princess Diaries 2: Royal Engagement
nm2923413	Roman Artemyev	Chelovek iz budushchego, How to Save the Immortal
nm2713351	Jessica Goldberg	Cherry, Refuge
nm0354934	Jeff Hale	Christmas Cracker, Hardware Wars, Heavy Metal
nm2207515	Min Tesch	Colonia, Stowaway, The Gray Man
nm0573589	David McNally	Coyote Ugly, Kangaroo Jack
nm1732983	Greg Middleton	CreepTales
nm3964003	Rob Gordon Bralver	Cure for Pain: The Mark Sandman Story, Espionage Tonight, Moby Doc
nm2118394	Joaquin Rodriguez	Curse of the Mayans, Time Warrior
nm1093669	Maria Blom	Dalecarlians
nm0350758	József Gémes	Daliás idök, Willy the Sparrow
nm0051156	Jeff Balsmeyer	Danny Deckchair, Ingenious, The Last of the Mohicans
nm0878716	Jonathan Tydor	Dark Angel, Ice Soldiers
nm0902672	Valerie von Martens	Das Haus in Montevideo, Hocuspocus
nm3709213	Robert H. Gwinn	Deadly Renovations
nm0355652	Howard Hall	Deep Sea
nm1189197	Quentin Dupieux	Deerskin, Reality, Rubber, Yannick
nm0872112	Luis Trenker	Der Kaiser von Kalifornien
nm0032786	Paulo Aragão	Didi, o Caçador de Tesouros
nm1836759	Jesse Warren	Dinocroc, The Bannen Way, The Brothers Solomon
nm0625356	Erik Nelson	Dinotasia, Grizzly Man
nm2521285	Kiur Aarma	Disco and Atomic War, Rodeo
nm2804413	Åke Lundström	Dokumentet: Sex, Sprit & Solidaritet
nm0688490	Thierry Poiraud	Don't Grow Up
nm0155295	Kuo-Fu Chen	Double Vision, Forever Enthralled, The Message, The Personals
nm4935015	Geoffrey Couanon	Douce France
nm0217134	Stephen Sayadian	Dr. Caligari, The People vs. Larry Flynt
nm0387828	Christoph Hochhäusler	Dreileben, I Am Guilty, The City Below
nm9645220	Pooya Badkoobeh	Dressage
nm5065491	Drew Harwood	Drifter, The One You Feed
nm8839985	Daniel Anda	Døde menn går på ski
nm0709527	Addison Randall	East L.A. Warriors
nm0208878	Guy-Manuel De Homem-Christo	Electroma, Suicide Squad, The Saint, Tron: Legacy
nm3419214	Joe Pera	Elemental
nm0000736	Robert Aldrich	Emperor of the North, The Dirty Dozen, The Longest Yard, What Ever Happened to Baby Jane?
nm0004890	Fred Durst	End of Days, Real Steel, The Fanatic
nm0311488	Giordano Gederlini	Entre la vie et la mort, Les Misérables, Mothers' Instinct
nm1981446	Dan Ng	Er long zheng zhu
nm0397220	Cy Howard	Every Little Crook and Nanny, That's My Boy
nm3588247	Benjamin Brewer	Everything Everywhere All at Once, Reptile
nm0110292	Fausto Brizzi	Ex, Men Vs Women, Notte prima degli esami, Notte prima degli esami - Oggi
nm2994503	John Cook	Expiration Date
nm0431044	Beverly Joubert	Eye of the Leopard
nm0276062	Todd Field	Eyes Wide Shut, In the Bedroom, Little Children, Tár
nm1877776	Maryam Zaree	Faith, Undine
nm9508518	Michal Tylka	Fanatyk
nm1903612	Sébastien Marnier	Faultless, School's Out, The Origin of Evil
nm0819718	Brian Springer	Feed, Spin
nm1943168	Clay Tweel	Finders Keepers, Gleason, The King of Kong: A Fistful of Quarters
nm1459215	Emil Larsson	Fjorton suger, Odjuret
nm0064415	William Beaudine	Follow the Leader, The Ape Man
nm0514662	Ryan Little	Forever Strong, Saints and Soldiers, War Pigs
nm0492908	Marc Lawrence	From Dusk Till Dawn, Marathon Man, The Asphalt Jungle, The Man with the Golden Gun
nm0866563	David Tomblin	Gandhi, Star Wars: Episode VI - Return of the Jedi, Superman
nm8709841	Vincent Bayoux	Garden Party
nm3154756	Alberto Belli	Gatlopp
nm1701267	Saran	Gemini
nm5633920	Craig S. Cunningham	Genesis
nm1117726	Equan Choi	Geu-nyeo-neun ye-bbeot-da, Voice
nm0563099	Albert Maysles	Gimme Shelter, Grey Gardens, Salesman
nm3164213	Jan Tománek	Goat Story 2: with Cheese, Kozí príbeh
nm1297475	Ben Shapiro	Gregory Crewdson: Brief Encounters
nm0026824	J. Todd Anderson	Hail, Caesar!, The Ballad of Buster Scruggs, The Nice Guys, The Tragedy of Macbeth
nm0591171	Steve Miner	Halloween H20: 20 Years Later, House, Warlock
nm15356138	Jatinkumar Jagdishbhai Patel	Haraamkhor, Jogi
nm0108575	Clarence Bricker	Held for Ransom
nm0297133	Li Fu	Hong fen you xia
nm1424547	Cheon Myeong-Gwan	Hot Blooded
nm1816547	Kenneth Shiffrin	Hubert Selby Jr: It/ll Be Better Tomorrow, McBain
nm0921702	Jaromir Wesely	Hur gick det sen?
nm0451658	Fyodor Khitruk	I Give you a Star, Masters of Russian Animation - Volume 1, Ostrov, The Lion and the Bull
nm0550446	Joel B. Marsden	Ill Gotten Gains
nm0557267	Olivier Masset-Depasse	Illégal, Mothers' Instinct
nm1174169	Malik Vitthal	Imperial Dreams
nm7740900	Dana Celeste Robinson	In Search of Doc Holliday
nm3209599	Ciaran Creagh	In View
nm0361864	Paul Harather	India
nm1350278	Patrik Eklund	Instead of Abracadabra, Slitage
nm0583600	Nancy Meyers	It's Complicated, Private Benjamin, Something's Gotta Give, The Holiday
nm0255362	Gad Elmaleh	Jack and Jill, Midnight in Paris, Priceless, The Adventures of Tintin
nm1475236	Sebastián Sepúlveda	Jackie, Spencer, The Quispe Girls
nm7895182	Christina Clusiau	Jackson, Trophy
nm8745994	Anudeep K.V.	Jathi Ratnalu
nm0593243	Craig Mitchell	Jim, the World's Greatest, Komodo
nm0129219	Russell Calabrese	Jimmy Neutron: Boy Genius
nm0132485	Glenn Campbell	Johnny Mnemonic, Lifeforce, Spaceballs, Tron
nm0518718	Jeremy London	Journey to the Center of the Earth, Mallrats
nm1832969	Christian Doyle	JourneyQuest, The Gamers: Dorkness Rising, The Gamers: Hands of Fate, The Gamers: Natural One
nm9006287	N. Ragavan	Kadamban
nm0878216	Cyril Tuschi	Khodorkovsky
nm0235387	Lorenzo Doumani	Knockout
nm0508702	Daniel Liatowitsch	Kolobos
nm0276717	Luis Figueroa	Kukuli
nm0350924	Francisco Gómez Hidalgo	La malcasada
nm0942723	Ralph Wright	Lady and the Tramp, Perri, Sleeping Beauty, The Many Adventures of Winnie the Pooh
nm14689700	Hongzhan Sun	Legend of the Demon Seal
nm1147848	Frédéric Berthe	Les invincibles
nm0046554	Maroun Bagdadi	Little Wars, Out of Life
nm0726261	Ziska Riemann	Lollipop Monster
nm4224379	Johannes Hartmann	Mad Heidi
nm2957778	Emma Gahan	Magicians, The O'Briens
nm0758494	Leo Salkin	Man on the Moon
nm10395185	Antonin Boutinard Rouelle	Man's First Friend
nm2772318	Martin Perreault	Bianca Beauchamp: All Access, Ce qu'il faut pour vivre
nm8390939	Mario Mancini	Blood and Black Lace, Frankenstein's Castle of Freaks, Kong Island
nm5187440	Chris Kemble	Brackenmore
nm0801121	Michael A. Simpson	Candy Jar, Crazy Heart, Kidnapping Mr. Heineken
nm1346092	Josh Eisenstadt	Dark Reel, Spreading Darkness
nm0338137	Martin Green	Dark Sanity
nm1170198	Tobias Amann	Das weiße Rauschen
nm0146709	Alberto Cavalcanti	Dead of Night, I Became a Criminal
nm0070670	Laslo Benedek	Death of a Salesman, The Wild One
nm4105474	Scott Rodgers	Desperados, Dr. Brinks & Dr. Brinks, The Dramatics: A Comedy
nm2940732	Lawrence Roeck	Diablo
nm4932886	Kevin Couliau	Doin' It in the Park: Pick-Up Basketball, NYC, Nas: Time Is Illmatic
nm1802547	Kris Elgstrand	Doppelgänger Paul, Songs She Wrote About People She Knows
nm16397818	Gauri Joshi	Dream Girl 2
nm2088965	Franklin López	END:CIV
nm0215769	Deborah Del Prete	Ender's Game, Green Street Hooligans, Mean Creek, The Spirit
nm2292011	Howie Askins	Evidence
nm1587778	Ben Young	Extinction, Hounds of Love
nm4263650	Sergio Caballero	Finisterrae, The Distance
nm2868714	Ajitpal Singh	Fire in the Mountains
nm3879266	Bob Castrone	Flock of Dudes
nm0001309	Anthony Michael Hall	Foxcatcher, Live by Night, The Dark Knight, War Machine
nm0700605	Marc Punt	Frits and Freddy
nm4888030	Ninian Doff	Get Duked!
nm1020490	Sari Gilman	Ghosts of Abu Ghraib, Kings Point, Saving Capitalism, Trapped
nm0388971	John Hoffman	Good Boy
nm1950988	Tomoyuki Takimoto	Grasshopper
nm0591994	Lexi Alexander	Green Street Hooligans, Punisher: War Zone
nm4130937	Itonje Søimer Guttormsen	Gritt
nm2103599	Brad Garris	Hatchet III, This Old Machine
nm9808665	Tonya Noyabrova	Hero of My Time
nm0320660	François Girard	Hochelaga, Land of Souls, The Red Violin, The Song of Names, Thirty Two Short Films About Glenn Gould
nm0891147	Byron Vaughns	Home on the Range, Hop
nm4589954	James Bird	Honeyglue, We Are Boats, Wifelike
nm0535644	Ana Maria Magalhães	How Tasty Was My Little Frenchman
nm2184596	Andrews Jenkins	How to Rob a Bank (and 10 Tips to Actually Get Away with It)
nm2548503	Josh Kim	How to Win at Checkers (Every Time)
nm3560241	Zach Meiners	I Am Potential
nm0047575	Paule Baillargeon	I've Heard the Mermaids Singing, Le sexe des étoiles
nm4730501	Morgan Ingari	Ike Interviews God, Milkwater
nm3115689	Caroline du Potet	In Their Sleep
nm1286060	Chase Palmer	It, Naked Singularity, Pi
nm0115912	Valentina Brumberg	Ivashko and Baba-Yaga, Noch pered Rozhdestvom
nm0303542	Leszek Galysz	Jacek i Placek, Tytus, Romek i A'Tomek wsród zlodziei marzen
nm1856661	Ajmal Zaheer Ahmad	Jinn, My Soul to Keep
nm5139406	Phil Connell	Jump, Darling
nm0394309	Zoe Leigh Hopkins	Kayak to Klemtu
nm2227814	Gareth Tunley	Kill List, The Ghoul
nm2660375	Joe Marcantonio	Kindred
nm0742125	Dave Rosenbaum	Kung Fu Panda, Minions, Sing, The Secret Life of Pets
nm4645428	Xiaoling Zhu	La rizière
nm0252220	Leonid Ejdlin	Lenin in Paris, Siberiade
nm0347589	Sacha Guitry	Let's Make a Dream, Royal Affairs in Versailles, The Pearls of the Crown, The Story of a Cheat
nm2114842	Kevin Peeples	Lifemark
nm0109359	Steven Brill	Little Nicky, Movie 43, Mr. Deeds, Sex, Lies, and Videotape
nm0867784	Barbara Topsøe-Rothenborg	Love at First Hiccup
nm4874812	Benjamin Parent	Love at Second Sight, Man Up!
nm3371961	Javier Abad	Luck, Mortadelo and Filemon: Mission Implausible, Planet 51
nm2756114	Hannah Cheesman	Mama
nm8890655	Joost Vandebrug	Bruce Lee and the Outlaw
nm0783365	Michael D. Sellers	Eye of the Dolphin, Vlad
nm0730010	Frank Roach	Frozen Scream
nm0474566	Christopher Kulikowski	Immortals, Mr. Brooks, The Fighter
nm0058826	Hall Bartlett	Jonathan Livingston Seagull, The Caretakers, The Children of Sanchez, The Sandpit Generals
nm0652858	Santiago Otheguy	La león, Monos, Tremors
nm3091318	Balázs Lengyel	Lajkó - Cigány az ürben
nm1117383	Mila Aung-Thwin	Last Train Home, Let There Be Light
nm0401502	Matt Hullum	Lazer Team, Red vs. Blue
nm1473048	Guy Guido	Madonna and the Breakfast Club
nm0126032	Jeffrey W. Byrd	Malcolm X
nm0715733	Tripp Reed	Mandrake, Strategic Command, Time Under Fire
nm2006145	Kelsey Egan	Glasshouse, Mad Max: Fury Road
nm0251760	Bernd Eilert	Holly - The Movie, Otto - Der Liebesfilm
nm3489851	Shaka King	Judas and the Black Messiah, Newlyweeds
nm0775512	Michael Schroeder	Man in the Chair
nm7963095	Drasko Ivezic	Manivald
nm6899285	David Rich	Margarine Wars
nm0735705	Alberto Rodríguez	Marshland, Prison 77, Unit 7
nm0001168	Bob Dylan	Masked and Anonymous, Pat Garrett & Billy the Kid, Renaldo and Clara, Wonder Boys
nm5691729	Semyon Raytburt	Matematik i chyort
nm3761572	Puhipau	Mauna Kea: Temple Under Siege
nm1614470	Jessica Edwards	Mavis!
nm0670784	Artavazd Peleshian	Menq
nm12169256	Daria Bukvic	Meskina
nm0006625	Steve Barron	Mike Bassett: England Manager, Teenage Mutant Ninja Turtles
nm0765154	Marina Sargenti	Mirror Mirror
nm4451779	Vladimir de Fontenay	Mobile Homes
nm0745541	Jean Rouch	Moi, un noir, Six in Paris
nm0400170	Ralf Huettner	Mondscheintarif
nm0492620	Andrew Lawrence	Money Plane
nm4900399	C.B. Yi	Moneyboys
nm1742313	Janis Nords	Mother, I Love You
nm14058164	David Kassman	Mr Perfect
nm0287988	Norman Foster	Mr. Moto's Last Warning
nm2363449	Kwon Su-kyung	My Annoying Brother
nm3394592	Tali Shalom-Ezer	My Days of Mercy, Princess
nm1007017	Mira Fornay	My Dog Killer
nm1650905	Jonathan auf der Heide	My First Summer, The Turning, Ukraine Is Not a Brothel, Van Diemen's Land
nm0926911	Nick Wickham	National Theatre Live: A Streetcar Named Desire
nm0280976	David Flamholc	Nattbuss 807
nm1160962	Henry Joost	Nerve, Paranormal Activity 3, Project Power
nm0079387	Gil Bettman	Never Too Young to Die
nm3502228	Phil Borg	New Year, Rabid
nm0087540	Betsy Blankenbaker	New York in the 50's
nm1194496	Stevan Filipovic	Next to Me, Shaitan's Warrior, Skinning
nm0936838	Alexander Witt	No Time to Die, Resident Evil: Apocalypse, Terminator Genisys, The Bourne Identity
nm7135671	Tracy Antonopoulos	Non Plus One
nm0499626	Ernest Lehman	North by Northwest, Sabrina, The Sound of Music, West Side Story
nm0996574	Laurent Bécue-Renard	Of Men and War
nm5429706	Miia Raivio	Olen ajatellut elää
nm0941085	Penny Woolcock	One Mile Away, The Principles of Lust
nm2437595	Amariah Olson	Operator, The Shadow Effect, Unknown Caller
nm0859985	Christopher Thompson	Orchestra Seats, Tendre et saignant
nm3248031	Rob Hatch-Miller	Other Music, The Elephant 6 Recording Co.
nm2559367	David Seger	Our RoboCop Remake
nm3095427	Zachary Harrison Zdziebko	Our RoboCop Remake
nm2481953	Tim Coleman	Out of the Blue
nm3204061	Justin Giddings	Outpost
nm0002709	Richard Clabaugh	Phantoms, Python, The Prophecy
nm0837551	Taku Sugiyama	Phoenix 2772
nm1761010	Vardan Hakobyan	Platon
nm2346766	Yukio Kuroda	Pokémon Origins
nm0403225	Jianqi Huo	Postmen in the Mountains
nm1823221	Subhankar Ghosh	Prahaar: The Final Attack
nm3462500	Waymon Boone	Pretty Boy, The Devil's in the Details
nm2002997	Kenji Imura	Princess Mononoke, Suzume, The Cat Returns, Your Name.
nm0217803	Lionel Delplanque	Promenons-nous dans les bois, Président
nm10046484	Giovanni Bartolomeo	Psyched Out
nm0896769	Gregori Viens	Punching Henry, Punching the Clown
nm4352188	Noah Pritzker	Quitters
nm0652663	Patton Oswalt	Ratatouille, Seeking a Friend for the End of the World, The Secret Life of Walter Mitty, Young Adult
nm0633605	John W. Noble	Reckless Decision
nm0200312	Nicholas Danko	Red Woods
nm1846164	Brandon Thaxton	Return to Horror Hotel
nm1710876	Christine Strand	Rolling Stones: At the Max
nm4393380	Andrew Harmer	Rose, The Fitzroy
nm0672543	Clare Peploe	Rough Magic, The Triumph of Love
nm0750231	Robert Rundle	Run Like Hell
nm7372429	Andrius Blazevicius	Runner
nm10355417	Jan Philipp Weyl	Running Against the Wind, The Three Musketeers
nm1360082	Katrin Laur	Ruudi, Surnuaiavahi tütar
nm1247006	Katherine Herndl	SHReD: The Story of Asher Bradshaw
nm3870994	Pankaj Batra	Sajjan Singh Rangroot
nm0710130	Terje Rangnes	Santa Swap: Merry Christmas Mr. Andersen
nm1539788	Divya Khossla	Satyameva Jayate 2, Yaariyan
nm2003609	Poppy Stockell	Scrum
nm0343706	Roberta Grossman	Seeing Allred
nm0534869	K. Madhu	Sethurama Iyer CBI
nm0151653	Cheh Chang	Shaolin Hellgate, Vengeance!
nm3373660	Adam C. Caudill	Shelter
nm0284613	Yeh Fang	Shi da sha shou
nm5410497	Tony Reames	Siren
nm0382779	Douglas Hickox	Sitting Target, The Hound of the Baskervilles, Theater of Blood
nm1142235	Guy Nattiv	Skin, Skin, Strangers
nm3442945	Michael Venus	Sleep
nm0217454	Ruby Larocca	Sociopathia
nm1380360	Kit Hung	Soundless Wind Chime
nm0758137	Sohrab Shahid Saless	Still Life, Yek Etefagh sadeh
nm1455506	Antonin Peretjatko	Struggle for Life, The Rendez-Vous of Déjà-Vu
nm9386232	Zakariya	Sudani from Nigeria
nm3331342	Karen Zaharov	Summer Time: Travel Back
nm2643703	Félix Koch	Superchamp Returns
nm1961951	Henrik Jansson-Schweizer	Superswede: En film om Ronnie Peterson
nm5859920	Filip Christensen	Supervention
nm2930090	Jason Lindsey	Tapped
nm0478800	Denys de La Patellière	Taxi for Tobruk
nm0155568	Kang Cheng	The 14 Amazons
nm5256112	Anonymous	The Act of Killing, The Look of Silence
nm2104520	Andrew Ondrejcak	The Actress
nm0539369	Steven Maler	The Autumn Heart
nm0994587	Brett Wagner	The Big Bend
nm0943301	Jason Wulfsohn	The Bone Snatcher
nm5523017	Luca Schenato	The Brave Heart or the Day We Enabled the Sleepwalking Protocol
nm2986595	Adam Ahlbrandt	The Burnt House
nm0927468	Robert Wiene	The Cabinet of Dr. Caligari
nm2419910	Damien LeVeck	The Cleansing Hour
nm1104343	John Stainton	The Crocodile Hunter: Collision Course
nm1980431	Michael Chaves	The Curse of La Llorona, The Nun II
nm1953107	U. Roberto Romano	The Dark Side of Chocolate, The Harvest/La Cosecha
nm0904040	Julien Vrebos	The Emperor's Wife
nm0500045	Arnold Leibovit	The Fantasy Film Worlds of George Pal, The Puppetoon Movie, The Time Machine
nm0929357	David Wilkinson	The First Film
