WRITERID	NAME	TITLES
nm0052581	John Banville	Albert Nobbs, Marlowe, The Sea
nm2686509	Michael G. Cooney	Alien Code
nm0461865	Roy Knyrim	Alita: Battle Angel, Darkman, The Abyss, The Mist
nm2010347	Brenton Goulding	All In
nm0516607	Al Locatelli	American Graffiti, Battle Beyond the Sun, McCabe & Mrs. Miller, Star Wars: Episode IV - A New Hope
nm0942647	Michael Wright	Amsterdam Heavy
nm2676587	Deanne Foley	An Audience of Chairs, Christmas Reservations
nm0787489	Viju Shah	Andaz Apna Apna, Gupt: The Hidden Truth, Mohra
nm1249419	Yash Keswani	Anek, Plan, Ten
nm0593697	Roy Mitchell	Angel of Death
nm3075905	Kevin Finn	Angry Video Game Nerd: The Movie
nm1351557	Molly Prather	Annie, Dirty 30, F*&% the Prom
nm1847117	Janelle Monáe	Antebellum, Glass Onion, Hidden Figures, Moonlight
nm0824785	Paprika Steen	Applause, The One and Only, The Substitute
nm2360311	Cecilia Frugiuele	Appropriate Behavior, The Miseducation of Cameron Post
nm1015789	Marco van Belle	Arthur & Merlin
nm1839784	Gekidan Hitori	Asakusa Kid, Kagehinata ni saku
nm0188601	Robert Crombie	Assassins Run, Soldiers of Fortune, Summer Lover
nm1103121	Alexander Eik	At Night All Wolves Are Grey
nm0538032	Anton Giulio Majano	Atom Age Vampire
nm0037074	Attila Árpa	Atomic Blonde, Inferno, Red Sparrow, The Spy Who Dumped Me
nm2080959	Sadaf Foroughi	Ava, Summer with Hope
nm3440781	Tammy Ridenour	Available
nm1580732	Gábor Móray	Az éjszakám a nappalod
nm1514808	Rita Kalnejais	Babyteeth, Ghost Rider, Surge
nm0855335	William Tepper	Bachelor Party, Breathless, Grilled
nm1745937	Jae Woo Park	Back to the Jurassic, Son of the Mask
nm2320276	Caytha Jentis	Bad Parents
nm1126346	Wych Kaosayananda	Ballistic: Ecks vs. Sever, One Night in Bangkok, Paradise Z, The Driver
nm3983919	Honora Foah	Banaz: A Love Story
nm0027587	William C. Anderson	Bat*21, Hurricane
nm0340929	Rolf Grieminger	Battle of the Commandos
nm0516238	Massimo Lo Jacono	Battle of the Stars, Star Odyssey
nm1029304	Tanaz Eshaghian	Be Like Others, Love Crimes of Kabul
nm0453832	Ward Kimball	Bedknobs and Broomsticks, Snow White and the Seven Dwarfs
nm0909556	Bill Walsh	Bedknobs and Broomsticks, Flubber, Mary Poppins, The Absent Minded Professor
nm2169845	Brendan J. O'Brien	Beginners, Fry Day, I Am Legend
nm1154083	Chris Bessey	Bells of Innocence, Maggie's Passage
nm7520481	Marte Michelet	Betrayed
nm0946962	José María Yazpik	Beverly Hills Chihuahua, Polvo, The Obscure Spring
nm0002657	Gary Ross	Big, Pleasantville, Seabiscuit, The Hunger Games
nm15768028	Michael J. Dorgan	Birth of the Dragon
nm0100736	Mark Bowden	Black Hawk Down, Money for Nothing
nm1065892	Julie Lopes-Curval	Bord de mer, You and Me
nm4244703	Jonnie Malachi	Breakdown, Love, Rosie
nm3668336	José María Angorrilla	Brutal Relax, Zombieworld
nm0331446	Martin A. Gosch	Bud Abbott and Lou Costello in Hollywood
nm3951148	Yumi Unita	Bunny Drop
nm0468086	Petr Koutecký	Bájecná léta pod psa, Cerná díra
nm1637105	Nels Bangerter	Cameraperson, Dick Johnson Is Dead, Let the Fire Burn
nm0691577	Frank Popper	Can Mr. Smith Get to Washington Anymore?
nm0871086	Pablo Trapero	Carancho, Crane World, Leonera, The Clan
nm2751807	Michael Matteo Rossi	Chase
nm0006599	Wonsuk Chin	Chaw, E-Dreams
nm0898547	Robert Vince	Chestnut: Hero of Central Park, MVP: Most Valuable Primate
nm0315916	Rituparno Ghosh	Choker Bali: A Passion Play
nm0217219	François Delisle	Chorus
nm4092911	Jonas Odenheimer	Classroom 6
nm10487992	Siphosethu Tshapu	Collision
nm0873892	Gary Troy	Computer Beach Party
nm5497568	Wouter Van Haver	Cool Abdoul
nm9170776	Nína Petersen	Cop Secret
nm0333581	William Grady Jr.	Cry of the Hunted, Hollywood Story, Red Ball Express
nm0190805	István Császár	Csontváry
nm0271111	Sandra Feldman	Cypher, Please Kill Mr. Know It All, The Day After Tomorrow
nm2890894	Bruno Cadillon	Daguerrotype, Home Sweet Home, On Guard, The Family
nm1761126	Takeshi Obata	Death Note, Death Note, Death Note: Light Up the New World, Death Note: The Last Name
nm3180840	Michael Klein	Death of Me, Southside with You, The Show
nm8953333	Shûji Ishizawa	Demons
nm0519354	Kim Longinotto	Divorce Iranian Style, Gaea Girls, Pink Saris, Sisters in Law
nm0065818	Tawd Beckman	Don's Plum
nm0236421	Larry Doyle	Duplex, I Love You, Beth Cooper, Looney Tunes: Back in Action
nm1229156	Germán Val	Dying God
nm3334252	Ken Cheng	Easter Sunday
nm0751516	Willy Russell	Educating Rita, Shirley Valentine
nm1411800	Hilary Knight	Eloise at Christmastime, Eloise at the Plaza
nm0155280	Kaige Chen	Farewell My Concubine, He ni zai yi qi, The Battle at Lake Changjin, Yellow Earth
nm0580351	Stephen Merchant	Fighting with My Family, Jojo Rabbit
nm0756467	Fred Saidy	Finian's Rainbow, I Dood It, Meet the People
nm0610559	L.C. Moyzisch	5 Fingers
nm1198525	María Meira	A Sort of Family, Refugiado, Suddenly, The Substitute
nm0157399	Monzaemon Chikamatsu	A Story from Chikamatsu, Double Suicide
nm3790615	Chris Crow	A Viking Saga: The Darkest Day, The Lighthouse
nm9576433	Carrie Freedle	Afterlife of the Party, My Secret Valentine, Winter Love Story
nm5405965	Mark David Keegan	Against the Sun
nm0031894	Bill Apablasa	Airborne
nm0005481	Victoria Tennant	All of Me, Flowers in the Attic, L.A. Story, The Handmaid's Tale
nm0383428	Kenneth Higgins	All-American Co-Ed, Ghosts on the Loose, The Unknown Terror
nm0613833	Fredi M. Murer	Alpine Fire, Grauzone, Vitus
nm0788454	Alan Shapiro	Altered States, Flipper, The Crush
nm2103459	Ryôhei Saigan	Always: Sunset on Third Street, Always: Sunset on Third Street '64, Destiny: The Tale of Kamakura
nm2469947	Curry Hitchborn	Amazon Falls
nm0668831	Kearie Peak	American History X, Chaos Theory, Flyboys
nm1930518	Olivier Treiner	Andhadhun, The Piano Tuner
nm0807286	Alvy Ray Smith	André and Wally B., Cosmos, Star Trek II: The Wrath of Khan
nm1363725	Len Kabasinski	Angel of Reckoning, Challenge of Five Gauntlets, Curse of the Wolf, Swamp Zombies!!!
nm0268770	Alvin L. Fast	Angels' Brigade, Black Shampoo, Eaten Alive, Satan's Cheerleaders
nm2397981	Sia	Annie, Lion, Music, Star Trek Beyond
nm0800548	Giovanni Simonelli	Anno 79: La distruzione di Ercolano, Assassination in Rome, The Ten Gladiators
nm0357662	Alanna Hamill Newton	Antiquities, The Spider and the Fly
nm0059120	David P. Barton	Apocalypto, Face/Off, Starship Troopers, The Usual Suspects
nm0691131	Jeff Pope	Appropriate Adult, Philomena, Stan & Ollie, The Lost King
nm2483396	Robert Martinez	Arena
nm0373055	Andrew Heckler	Armageddon, Burden, Timecode
nm0904036	Antun Vrdoljak	Atomic War Bride, Duga mracna noc
nm0503563	Jeremy Lerman	Attack of the Southern Fried Zombies, Dumb and Dumber To, Spivak, Uncle Drew
nm0751426	Rosalind Russell	Auntie Mame, Gypsy, His Girl Friday, The Women
nm4180576	Anuj Gurwara	Avengers: Infinity War, Eega, Magadheera, RRR
nm8380633	Tasha Bhambra	Baaghi 3, Bhool Bhulaiyaa 2, Laxmii
nm0003088	Chris Noonan	Babe, Miss Potter
nm0086295	Les Blair	Bad Behaviour
nm0226195	Bo Dietl	Bad Lieutenant, Carlito's Way, The Bone Collector, The Wolf of Wall Street
nm1450743	Thomas Mortimer	Ball & Chain
nm0668998	Perce Pearce	Bambi, Fantasia, Fantasia 2000, Snow White and the Seven Dwarfs
nm0249598	Robert Edmunds	Band Waggon
nm11804906	Adam Guz	Banksters
nm0631455	Caron Nightingale	Battle Queen 2020
nm2471864	Derek Dempster	Battle of Britain
nm0030019	Edward Anhalt	Becket, Jeremiah Johnson, Panic in the Streets, The Sniper
nm5426110	Maria Votti	Beckett, Digger
nm0320059	Robert Emmett Ginna	Before Winter Comes, Brotherly Love, The Last Challenge, Young Cassidy
nm5911887	Andrej Gontcharov	Berlin Troika, Victoria
nm1379753	Hélène Devynck	Between Two Worlds, The Moustache
nm1432116	Madhu Muttam	Bhool Bhulaiyaa, Manichithrathazhu
nm0765430	Joseph W. Sarno	Bibi, Confessions of a Young American Housewife
nm0137872	C.C. Carlson	Big Meat Eater, The Late Great Planet Earth
nm0689789	Mark Polonia	Bigfoot Vs. Zombies, Land Shark
nm1247462	Christopher Smith	Black Death, Creep, Severance, Triangle
nm0898982	Dan Vining	Black Dog, Escape: Human Cargo, Plain Clothes
nm1583746	Hussain Zaidi	Black Friday, Phantom
nm3567337	Jinder Ho	Black Site
nm0933505	Hugh Wilson	Blast from the Past, Police Academy
nm0123299	Stephen Burrows	Bleed Out
nm0500090	Jerry Leichtling	Blue Sky, Julie Walking Home, Peggy Sue Got Married
nm0221662	Alain Desrochers	Bon Cop Bad Cop 2
nm0938471	Jason Woliner	Borat Subsequent Moviefilm
nm0812113	Douglas Soesbe	Boulevard
nm0786785	Jeff Gilbert	Boys State, The Overnighters, The Rachel Divide
nm2760646	Hrafnkell Stefansson	Brave Men's Blood
nm0257604	Dean English	Breach of Trust, Falling Angels, Kissed
nm1547548	Sam Freeman	BreadCrumbs
nm0759911	Edward Sammis	Break to Freedom
nm1191054	Suet-Fong Sui	Buddha's Palm
nm2099491	Paul Solet	Bullet Head, Clean, Tread
nm3112415	Cooper Bibaud	Bullet Proof, Heel Kick!
nm1295557	Wan Choi Wong	Burning Paradise, Mad Mission
nm0057207	Lezli-An Barrett	Business as Usual
nm0745349	Talbot Rothwell	Carry on Cabby, Carry on Don't Lose Your Head
nm0811714	Michele Soavi	Cemetery Man, StageFright, The Brothers Grimm, The Goodbye Kiss
nm0891959	Giuseppe Veggezzi	Challenge the Devil
nm0188760	Isaac Cronin	Chan Is Missing
nm3714249	AJ Perez	Check Point
nm2292425	Jack Daniel Stanley	Chilling Visions: 5 Senses of Fear, Deja Vu, The Prom
nm4200503	Tim Robinson	Chip 'n Dale: Rescue Rangers
nm1006419	Jay Alaimo	Chlorine, Slingshot
nm0255946	Kevin Elyot	Christopher and His Kind
nm0950500	Yu Hua	Chronicle of a Blood Merchant, Seventeen Years, To Live
nm1718020	Aude Py	Chrysalis, Julia
nm0020041	William Alland	Citizen Kane, Creature from the Black Lagoon, The Deadly Mantis
nm0504443	Elliott Lester	City Girl, Two Seconds
nm4611490	Paul Kattupalli	Clash in the College
nm2360213	Judi Barrett	Cloudy with a Chance of Meatballs, Cloudy with a Chance of Meatballs 2
nm0470295	Alison Krauss	Cold Mountain, O Brother, Where Art Thou?, Sicario, Twister
nm0607416	Tom Morrissey	Colin Fitz Lives!
nm7042821	Josh Mitton	Concrete_Savanna
nm6503857	Phil Blattenberger	Condor's Nest, Point Man
nm12250371	Simone J. Chapman	Cooking Up Love
nm0450437	Max Kester	Crook's Tour, The 39 Steps
nm0491626	Georges Lautner	Crooks in Clover, The Professional
nm2325885	Tanner Wiley	Cross, Cross Wars
nm0601509	Linda Moore	Cthulhu Mansion
nm4233322	Jirí Hubácek	Czech-Made Man
nm1408820	Marta Bechtol	Dark Water, Princess Principal Crown Handler: Chapter 1, Princess Principal Crown Handler: Chapter 2
nm0758887	Dirk Salomon	Das Boot
nm0516369	Guadalupe Loaeza	Day and Night, The Good Girls
nm0133384	Michael Campus	Dead Planet, Hiroshima, The Man Who Broke 1,000 Chains
nm0353187	Steven Haft	Dead Poets Society, Emma, Hocus Pocus, Tigerland
nm0044524	Mario Azzopardi	Deadline
nm3984060	Daniel Cummings	Deadpool, Noah, The Maze Runner
nm3507024	Brandon Manbeck	Delivered
nm0569210	Josann McGibbon	Descendants, Runaway Bride
nm2426273	Damon Maulucci	Detonator
nm0066074	Rajinder Singh Bedi	Devdas, Madhumati
nm0813177	Sergio Sollima	Devil in the Brain, Requiem for a Secret Agent, Revolver, Violent City
nm0134503	Saara Cantell	Devil's Bride, Kohtaamisia, Stars Above
nm0781800	Jerry Segal	Die Laughing, One on One, Walk Proud, You Light Up My Life
nm0632383	Jeff Nimoy	Digimon: The Movie, Fame-ish, Jujutsu Kaisen 0
nm0453262	Jaak Kilmi	Disco and Atomic War, Sigade revolutsioon, Tagurpidi torn
nm4465973	Sumit Saxena	Doctor G
nm2804413	Åke Lundström	Dokumentet: Sex, Sprit & Solidaritet
nm1160013	Nataliya Pavlovskaya	Dom Solntsa
nm0087238	Carlos Blanco	Don Quijote cabalga de nuevo
nm6555567	Anthony Twarog	Don Quixote
nm0409969	Patxi Irigoyen	Don Quixote, Killer Barbys
nm0278329	Angela Finocchiaro	Don't Tell, Mio fratello è figlio unico, To Want to Fly
nm1332821	Eric Weiner	Dora and the Lost City of Gold
nm2089501	Kathryn Ann Thomas	Dracula's Widow
nm2304872	Joshua Dobkin	Drive, Escape the Field, Jobs, Thor: Love and Thunder
nm6035700	Olivia Milch	Dude, Ocean's Eight
nm3164063	Dipo Oseni	Duress
nm0415617	Henry Jaglom	Déjà Vu, New Year's Day, Someone to Love
nm0501548	Arnaud Lemort	Dépression et des potes, Ibiza, L'amour, c'est mieux à deux
nm0002006	Thomas Haden Church	Easy A, Sideways, Spider-Man 3, Spider-Man: No Way Home
nm0094455	Birgitta Bongenhielm	Echoes from the Dead, Intrigo: Dear Agnes, Intrigo: Samaria
nm1656328	Jackie Pavlenko	El Greco, God Loves Caviar
nm2684585	Jacob Leighton Burns	Electric Nostalgia, Shifter
nm5195431	Jess Penner	Elsewhere, From Prada to Nada, Girl on a Bicycle
nm0584770	Simon Michaël	Empire of the Wolves, Ma petite entreprise, True Lies
nm1158544	Jared Bush	Encanto, Zootopia
nm1615040	Frédéric Le Bolloc'h	Espace détente
nm1137142	Roger Mainwood	Ethel & Ernest, Heavy Metal, When the Wind Blows
nm0110292	Fausto Brizzi	Ex, Men Vs Women, Notte prima degli esami, Notte prima degli esami - Oggi
nm1875808	Jason Trost	FP2: Beats of Rage, How to Save Us, The FP
nm0307024	Leonard Gardner	Fat City, Tucker: The Man and His Dream
nm0001737	Martin Short	Father of the Bride, Inherent Vice, Innerspace, The Santa Clause 3: The Escape Clause
nm3683006	Andrew Schulz	Feast of the Seven Fishes, Write When You Get Work, You People
nm1292950	Anastazja Davis	Female Fight Squad
nm0537676	David Main	Find the Lady, It Seemed Like a Good Idea at the Time, Sunday in the Country
nm2095010	Jason Cleveland	Fingerprints, Seal Team
nm1433720	Dennis Lee	Fireflies in the Garden, Imperium, Jesus Henry Christ
nm10534150	Franziska Kramer	An Impossible Project
nm1804518	Donovan Marsh	Avenged, Hunter Killer, Spud
nm0725034	Jason Richman	Bad Company, Bangkok Dangerous
nm0939618	Clement Biddle Wood	Barbarella, The Day and the Hour, The Legend of Frenchie King, The Woman in Red Boots
nm1503046	Thomas Woodrow	Bass Ackwards, Shadows, We've Forgotten More Than We Ever Knew
nm1439564	Dan Jurgens	Batman and Harley Quinn, Reign of the Supermen
nm1226737	Mark Swift	Baywatch, Freddy vs. Jason, Friday the 13th
nm0546267	Barry Marder	Bee Movie, Welcome to Hollywood
nm8585144	André LaMilza	Ben 10 vs. the Universe: The Movie
nm0171824	Don Pedro Colley	Beneath the Planet of the Apes, Sugar Hill, THX 1138
nm1719697	Jason Noto	Beyond the Night
nm2286504	Jared Show	Bigfoot the Movie, The Pumpkin Karver
nm3332587	Yrsa Daley-Ward	Black Is King
nm0209010	Mijke de Jong	Bluebird, Layla M., Stages
nm0179880	Nick Corirossi	Borat Subsequent Moviefilm, Deep Murder
nm0948634	Philip Yordan	Broken Lance, Detective Story, Dillinger, Reign of Terror
nm1044749	Balázs Lóth	Budapest Heist
nm0934582	Frank Winch	Buffalo Bill
nm0790474	Alan Shearman	Bullshot Crummond, Escape from New York, Rise of the Planet of the Apes, Zack Snyder's Justice League
nm0838047	Ed Sullivan	Bye Bye Birdie, There Goes My Heart
nm0254402	Chris Elliott	Cabin Boy, Groundhog Day, The Abyss, There's Something About Mary
nm0280066	Ted Fithian	Captive Wild Woman
nm1176799	Dráuzio Varella	Carandiru
nm1242522	Ray Wright	Case 39, Greta, The Crazies
nm0836988	Milton Subotsky	Cat's Eye, Maximum Overdrive, Tales from the Crypt, The Lawnmower Man
nm0449509	Will Kern	Chicago Cab
nm0064136	Ann Beattie	Chilly Scenes of Winter
nm1573968	Christophe Mordellet	Chok-Dee
nm0159186	Gilbert Choquette	City of Gold
nm0237222	Rachel Dratch	Click, Down with Love, Just Go with It
nm6785974	Yongxian Quan	Cliff Walkers
nm1347454	Shûichi Shimamura	Code Geass: Lelouch of the Re;Surrection
nm0000586	Jada Pinkett Smith	Collateral, Scream 2, Tales from the Crypt: Demon Knight, The Matrix Revolutions
nm1218281	Jon Watts	Cop Car, Spider-Man: No Way Home
nm0151492	Alex Chandon	Cradle of Fear, Inbred, Lock, Stock and Two Smoking Barrels
nm2559104	Sam Kretchmar	Crash, Keep in Touch, The Savages
nm0224605	David Diamond	Crash, Fracture, Spartan, The Ghost Writer
nm1682864	Shaun McCarthey	Crimes of the Past
nm0950759	Yuen Woo-Ping	Crouching Tiger, Hidden Dragon, Fearless, Kill Bill: Vol. 2, The Grandmaster
nm0270322	Robert Feen	Cruel Jaws
nm2719832	Rob Lambert	Cuck
nm0855280	Craig Teper	Cyber Vengeance, Hit and Runway, Vidal Sassoon: The Movie
nm2360547	Karim El Khoury	Dans la peau d'une grande
nm0503109	Paris Leonti	Daylight Robbery, Mercenaries, Robin Hood: Prince of Thieves, Shakespeare in Love
nm0827624	Alex Stern	Dead & Buried
nm2552337	Stig Frode Henriksen	Dead Snow, Dead Snow 2: Red vs. Dead, Hansel & Gretel: Witch Hunters, What Happened to Monday
nm7992824	Jason Teich	Dear Diary I Died
nm0298889	Giacomo Furia	Death Rage, The Commander
nm16284782	Martina van Delay	Deathcember, The Last Supper
nm0305481	Paz Alicia Garciadiego	Deep Crimson
nm0957690	Glenn Zoller	Deep Winter
nm0584521	Timothy Michaels	Demon in the Bottle, Little Ghost
nm1095164	Tobi Baumann	Der Wixxer
nm0476201	Karyn Kusama	Destroyer, Girlfight, The Invitation
nm2830265	Selina Sheth	Dil Kabaddi
nm0951945	Helen Zahavi	Dirty Weekend
nm1556445	Ditte Hansen	Ditte & Louise
nm0855318	Fred Tepper	Dogma, Independence Day: Resurgence, Sicario, Titanic
nm2098629	Kareem Tabsch	Dolphin Lover, Mucho Mucho Amor: The Legend of Walter Mercado, The Last Resort
nm0532263	Greg MacGillivray	Dolphins, National Parks Adventure, The Living Sea
nm2950998	Justin Trefgarne	Dorian Gray, Narcopolis, Pride & Prejudice
nm2977667	Danny Morgan	Double Date, On the Road, Wonder Woman 1984
nm0323643	Myron Goble	Down in the Delta
nm0495937	Larry LeBron	Dr. Black, Mr. Hyde
nm4396670	Rajiv Joseph	Draft Day, My America
nm0493468	James P. Lay	Dreamland, Meet Joe Black, Troy
nm4395296	Seth Savoy	Echo Boomers
nm3968256	Andreas Prodromou	Eden Lodge, Papadopoulos & Sons
nm6979441	Tejinder Harjit	Eh Janam Tumhare Lekhe
nm0394032	Nathan Hope	Elsewhere, The Fog
nm1775664	Tyler Walker	Escaflowne: The Movie, The Boy and the Beast
nm0857806	Jack Thibeau	Escape from Alcatraz, Lethal Weapon, The Hitcher
nm0734193	Phillip Rock	Escape from Fort Bravo, Most Dangerous Man Alive, The Extraordinary Seaman
nm0080760	Giovanni Bianconi	Esterno notte
nm2272926	Lisa Langseth	Euphoria, Hotel, Pure
nm1138399	Aaron Toronto	Face 2 Face
nm0897243	Gunnar Vikene	Falling Sky, War Sailor
nm0665932	Vincent Patrick	Family Business, The Devil's Own, The Pope of Greenwich Village
nm14872015	Natalia Osinska	Fanfic
nm2766653	Yasmina Nini-Faucon	Fatima, Les Harkis
nm1534497	Ian Nelms	Fatman, Waffle Street
nm4074404	Leigh Janiak	Fear Street: Part One - 1994, Fear Street: Part Three - 1666, Fear Street: Part Two - 1978, Honeymoon
nm0064559	Beaumarchais	Figaro, The Barber of Seville, The Rules of the Game
nm0107774	Eric Bress	Final Destination 2, Ghosts of War, The Butterfly Effect, The Final Destination
nm0258769	Michael Erdmann	First Desires
nm0189875	John Croydon	First Man Into Space, The Haunted Strangler, The Projected Man
nm0384751	Victoria Hill	First Reformed, Macbeth, Master Gardener, Voyagers
nm0462321	Howard Koch	Casablanca, Sergeant York, The Fox, The Sea Hawk
nm0138872	Susan Carnival	Chutney Popcorn
nm0523179	Wolfe Lowenthal	Comin' at Ya!, Get Mean
nm7778462	Luo Luo	Cry Me a Sad River
nm2603229	Dominic H. White	DSKNECTD
nm3106079	Tanner Thomason	Darkness Falls, Faith Based, Sync
nm0152831	Mehdi Charef	Daughter of Keltoum
nm0872328	Maarten Treurniet	De passievrucht, Kenau, The Heineken Kidnapping
nm6398243	Mariana Huidobro	Dead City
nm0643190	Michael Obel	Deliver Us from Evil, Just Another Love Story, My African Adventure, The Substitute
nm0535670	Renata Almeida Magalhães	Deus é Brasileiro, Refrigerantes e Canções de Amor
nm0167243	Véra Clouzot	Diabolique, The Truth, The Wages of Fear
nm1508184	Lenny Panzer	Don't You Forget About Me
nm7816888	Grant Barsegyan	Earthquake
nm0360499	Markku Hannula	Eight Fatal Shots, Mona ja palavan rakkauden aika, Syksyllä kaikki on toisin
nm1943253	Xabi Zabaleta	El vasco
nm0357701	Warren Hamilton Jr.	Escape from New York, Innerspace, Speed, Starship Troopers
nm0021899	Michael Almereyda	Experimenter, Marjorie Prime, Nadja, Tesla
nm0210793	Brian J. De Palma	Falling Sky
nm6032468	Jenn Tobler	Fat Chance
nm4801995	Dante Aubain	Final Cut, The Alpines
nm12754396	Jenny B. Jones	Finding You
nm0006916	Michael Ritchie	Fletch, The Bad News Bears, The Golden Child, The Island
nm0267563	Emil Farkas	Flowers in the Attic, The Golden Child, Vendetta
nm1987058	Juan Miguel del Castillo	Food and Shelter, Unfinished Affairs
nm6876620	Rishi Bhilawadikar	For Here or to Go?
nm0449216	Roeland Kerbosch	For a Lost Soldier
nm2798718	Kirsikka Saari	Force of Habit, Stupid Young Heart
nm1593802	Hyeon Na	Forever the Moment, The Prison, Yaksha: Ruthless Operations
nm4054218	Charles Rogers	Fort Tilden
nm12592912	Amanda Wendler	Four Good Days
nm0417607	Oscar Janiger	Frankie & Alice
nm4291366	Jason Falasco	Friend Request, Surge of Power: Revenge of the Sequel
nm0594594	Wilson Mizner	Frisco Jenny, Hard to Handle, The Mind Reader
nm0433288	Herbert Juttke	From Morning to Midnight, Mary
nm2829296	Jose Montesinos	From the Depths
nm8219314	Aaron Cohen-Yanay	Frost
nm3723024	Juanma Carrillo	Fuckbuddies
nm3473748	Ei Katsuragi	Fujoshi kanojo.
nm1755493	Zeke Pinheiro	Fun Size Horror: Volume One, Fun Size Horror: Volume Two
nm0692583	Hans Pos	Furious, Lover or Loser, Sonny Boy
nm6396177	Tomasz Dembicki	Furioza
nm0589488	Vincent Jay Miller	Gabriela
nm1472983	Rhys Graham	Galore, The Turning
nm3720875	Amar Adatia	Gangsters Gamblers Geezers, Kabhi Khushi Kabhie Gham..., Override
nm2188537	H. Bedford-Jones	Garden of the Moon
nm0766011	Dan Sasson	Gardiens de l'ordre
nm0358096	Patrick Hamilton	Gaslight, Gaslight, Hangover Square, Rope
nm0079027	Tim den Besten	Gay Meets Girl
nm2644171	Asta Ots	Georg
nm5792945	Azra Deniz Okyay	Ghosts
nm1338998	Robin Greenspan	Girl Play
nm5520520	Marco Alemar	Gladiformers: Robos Gladiadores
nm0001542	Jay Mohr	Go, Jerry Maguire, Pay It Forward, The Adventures of Pluto Nash
nm1196794	Olivier Van Hoofstadt	Go Fast
nm1171065	Isao Matsumoto	Golgo 13: Assignment Kowloon
nm12085788	Sarah Miller	Good Girls Get High
nm0142579	Richard Carver	Grass: A Nation's Battle for Life
nm1419060	Sue Kramer	Gray Matters
nm2752881	Murphy Anderson	Green Lantern: Beware My Power
nm0224995	Joey Diaz	Grudge Match, The Longest Yard, The Many Saints of Newark
nm3966115	Dan Abnett	Guardians of the Galaxy, Guardians of the Galaxy Vol. 2
nm13732447	Peiyou Wang	Guidance
nm4918048	Fabien Drugeon	Guillaume, la jeunesse du conquérant
nm3136974	Zora Howard	Gun Hill Road, Premature
nm1016635	Roberto Orazi	H.O.T. Human Organ Traffic
nm0205632	W. Terry Davis	H.O.T.S.
nm0716957	Péter Reich	Hab, Zero
nm6794152	Haruichi Furudate	Haikyuu!! The Movie 1: The End and the Beginning
nm8046506	Oluseyi Asurf	Hakkunde
nm0651000	Marion Orth	Hangman's House, Under the Big Top
nm3035758	Hannah Gadsby	Hannah Gadsby: Douglas, Hannah Gadsby: Nanette, Hannah Gadsby: Something Special
nm0073504	Dan Berendsen	Hannah Montana: The Movie
nm0740400	Don Roos	Happy Endings, The Opposite of Sex
nm0543312	K. Lorrel Manning	Happy New Year
nm0950568	Yu Ting	Hard Boiled, Iron Fisted Monk, Project A 2, Rumble in the Bronx
nm1376383	Hayden Schlossberg	Harold & Kumar Escape from Guantanamo Bay, Harold & Kumar Go to White Castle
nm0571098	Dave McKean	Harry Potter and the Prisoner of Azkaban, Mirrormask
nm0231192	Glen Dolman	Hawke, I Met a Girl
nm9781044	Raymond T. Hernandez	Hazbin Hotel
nm2940077	Yûki Satô	Heaven's Story
nm0871772	William Michael Treichlinger	Heidi
nm6344058	Duke Tran	Helicopter Mom
nm2812697	Michael M. Bilandic	Hellaware, Jobe'z World, Project Space 13
nm0339493	Bill Greer	Help Me... I'm Possessed
nm1828855	Jim Meyers	Her Minor Thing
nm2025001	Jim Hemphill	Hercules Reborn, The Trouble with the Truth
nm0445116	Pat Kein	Hercules the Invincible
nm0416673	Kevin James	Here Comes the Boom, Paul Blart: Mall Cop, Paul Blart: Mall Cop 2
nm10786158	Jeff Carpenter	Hero Mode
nm1656481	Siddharth P Malhotra	Hichki, Kal Ho Naa Ho
nm1175663	Norihisa Hiranuma	High & Low: The Movie, Kiss Him, Not Me
nm11361866	Kyung-min Bae	Hindsight
nm0889832	Freddy Vargas	Hispaniola
nm0164444	Ron Clark	History of the World: Part I, Silent Movie, The Funny Farm, Top Gun
nm2243728	Johanne Algren	Holiday
nm6469435	Benny Fredman	Home
nm0951139	Larry Yust	Homebodies, Trick Baby
nm4117038	Diederik Jekel	Homies
nm0338397	Walt Green	Hooper
nm0170144	Angelo Colagrossi	Horst Schlämmer - Isch kandidiere!
nm4116960	John Blythe	How Video Games Changed the World
nm2379667	Dejan Nikolaj Kraljacic	Huddersfield
nm0903098	Armene von Tempski	Hula
nm8018014	Selfin Morose	Human Zoo
nm3525911	John E Seymore	Human Zoo
nm2332999	Deon Meyer	Hunting Emma
nm1976116	Gerard Johnson	Hyena, Muscle, Tony
nm0850466	Aarne Tarkas	Hän varasti elämän, Radio tekee murron
nm0897181	Leo Viirret	Häät ennen hautajaisia, Ihmisen osa, Priest of Evil
nm2854935	Nadine Truong	I Can I Will I Did
nm1367641	Jason Newman	I Don't Feel at Home in This World Anymore, The Carnivores
nm0186672	Darlene Craviotto	I Never Promised You a Rose Garden, Squanto: A Warrior's Tale
nm0506561	Neil Levy	I Want You, Rude Awakening
nm0173893	David Commons	I, the Jury, The Angry Breed
nm3396016	Lubomir Arsov	Ice Age: Collision Course, In-Shadow: A Modern Odyssey, Spies in Disguise
nm2478022	Gerd Koenen	If Not Us, Who?
nm3263366	Giovanni Magheri	Il nano e la strega
nm8522843	Lee Dong-eun	In Between Seasons, Mothers
nm0633428	Tim Noah	In Search of the Wow Wow Wibble Woggle Wazzie Woodle Woo
