DIRECTORID|NAME|RESPOSTA|STATUS
nm1762795|Parasuram||
nm0113284|Clarence Brown||
nm0756277|Deborah Romare||
nm4274789|Luke Armstrong||
nm4830779|Anthony Powell||
nm0716343|Anders Refn||
nm0000273|Alan Arkin||
nm1021563|Muharrem Gülmez||
nm0132257|Bruce Campbell||
nm0107722|Jacov Bresler||
nm2399862|Aanand L. Rai||
nm0174983|Gaelan Connell||
nm0892705|David Veloz||
nm0240797|Dennis Dugan||
nm1463602|Kiko Goifman||
nm1492515|Eli B. Despres||
nm1501718|Paola Mendoza||
nm2782214|Jules Bishop||
nm2774632|Brendan Jackson Rogers||
nm2502502|Annie Silverstein||
nm1454995|Adrian Langley||
nm0858873|Gerald Thomas||
nm8050483|Quentin Deleau||
nm4476264|Nan Wei||
nm0875548|Elena Tsyplakova||
nm1250575|Eilona Ariel||
nm0700032|Cheri Pugh||
nm2024044|Ryan Sage||
nm3302472|Anthony D.P. Mann||
nm0033190|Sergio Arau||
nm0879755|Tomu Uchida||
nm0345615|Christian Gudegast||
nm0100372|Tom Boutross||
nm0512371|Joseph Granda||
nm0554890|Juan Martínez Moreno||
nm0024912|Shimit Amin||
nm0054781|Yehuda Barkan||
nm0204629|Gary Davis||
nm0032521|Serik Aprimov||
nm0932336|Gordon Willis||
nm3609300|Sylvia Soska||
nm0125340|Kent Butterworth||
nm3629226|Caleb Foss||
nm2163786|Andrew Jenks||
nm0017305|Todd Alcott||
nm1150656|Remo D'Souza||
nm7812583|Preston Yarger||
nm0514905|Liu Chia-Yung||
nm0027183|Michael Anderson||
nm8777758|Thomas Lemaille||
nm5033906|Chris Mul||
nm1093049|Anton Lorenze||
nm1168724|Agustin||
nm7717192|Logan Wilson||
nm6947061|Lauris Abele||
nm0296861|E. Max Frye||
nm0541391|Milcho Manchevski||
nm1240047|Alice Gu||
nm1964238|Coodie Simmons||
nm0930261|Chris Williams||
nm5463480|Kevin Dart||
nm0088097|Corey Blechman||
nm2313736|Kyung Ho Lee||
nm1125745|Justin Dix||
nm0444831|Don Keeslar||
nm0504716|Peter Leto||
nm1463439|Mark Franchetti||
nm3350939|Anastasiya Palchikova||
nm0209667|Marcus DeLeon||
nm4014909|Erick Oh||
nm5705851|Erin Lee Carr||
nm1230733|Mike Burns||
nm0304921|Sam Garbarski||
nm0166730|Elmer Clifton||
nm0152834|Erik Charell||
nm4306649|Jakub Paczek||
nm2043401|Ewa Ewart||
nm0477121|Park Kwang-su||
nm3384349|Anja Kofmel||
nm4562115|Steve Davis||
nm3808308|Marcelo Mesquita||
nm0678636|Raymond Pettibon||
nm1580769|Sam Voutas||
nm1369800|Aaron Katz||
nm0896459|Frédéric Videau||
nm0654666|David F. Oyster||
nm6269336|Thomas Gulamerian||
nm4306158|Miguel Llansó||
nm5163400|Barrett Burgin||
nm2719832|Rob Lambert||
nm0889447|Jeffrey J. Varab||
nm4105480|Nikolai Bulygin||
nm2086838|Rehana Rose||
nm0001905|Yves Allégret||
nm6114656|Ilya Sherstobitov||
nm0842514|Adam Swica||
nm10636671|Tyler Mckenzie Evans||
nm15614809|Monique Tissot||
nm2360037|Julio DePietro||
nm0534803|Kenneth Mader||
nm0947036|Steve Yeager||
nm0208086|Ennio De Concini||
nm2356232|Jason Heppler||
nm4692205|Kwon Lee||
nm0266622|Rick Famuyiwa||
nm0969927|Pascal Pinon||
nm1155957|Anna Muylaert||
nm0315430|Nikolaus Geyrhalter||
nm0338572|Richard Greenberg||
nm0070865|Dev Benegal||
nm4024677|Paul Kakert||
nm3129003|Kerstin Karlhuber||
nm1762604|Benjamin Howdeshell||
nm2476169|Ben Wu||
nm4982881|Katharina Mückstein||
nm0257891|John Ennis||
nm0808995|Kimani Ray Smith||
nm0284465|Jaana Fomin||
nm1577453|David Zappone||
nm0661345|Neri Parenti||
nm4335588|Jamie Patterson||
nm0265684|Heidi Maria Faisst||
nm0492305|Chi-Leung Lo||
nm0338719|David Greene||
nm0001102|Joe Dante||
nm1752025|Hunter Lee Hughes||
nm1718446|Tetsuya Yanagisawa||
nm0693281|H.C. Potter||
nm4123372|Bill Badgley||
nm1152155|Roger Williams||
nm0030155|Daniel Anker||
nm5835239|Chad Cohen||
nm1138327|Marko Talli||
nm4392056|Xu Kerr||
nm0752970|Tomas Ryberger||
nm17455402|Vlad Lohov||
nm1042371|Michael Greenspan||
nm0196860|Olivier Dahan||
nm1296673|Laura Citarella||
nm0865573|Ricky Tognazzi||
nm3365570|Goldy||
nm3915542|Orlando von Einsiedel||
nm0095298|André Bonzel||
nm0076670|Alexander Berner||
nm0683531|Marie Pillet||
nm0493615|Joe Layton||
nm0065442|Jacques Becker||
nm3936744|Stephen Slater||
nm0467861|Theodor Kotulla||
nm0004121|Mikael Salomon||
nm0307566|Sean James Garland||
nm1274902|Matt Boatright-Simon||
nm0874093|David Trueba||
nm4312760|Nicholas Woods||
nm11870049|Dafe Oboro||
nm1502104|Ross Kauffman||
nm3344655|Yang Ik-joon||
nm0542062|Matt Manfredi||
nm0299309|Marc Fusco||
nm2125396|Sam French||
nm2810091|Andrei Borissov||
nm0468002|Nikos Koundouros||
nm5967471|Vivienne Vaughn||
nm0438226|Deborah Kaplan||
nm6898073|Olesya Morgunets||
nm0592583|Aziz Mirza||
nm0809371|Mike Smith||
nm0882160|Frank Urson||
nm4134984|Carola Fuentes||
nm1043713|Antonio Hens||
nm0668227|Clark L. Paylow||
nm7805080|Christian Schäfer||
nm0542951|Ron Mann||
nm0361409|François Hanss||
nm2794420|Adam Newport-Berra||
nm0587741|Nick Millard||
nm0898090|René Villarreal||
nm0200597|David Winters||
nm2555107|Vivienne De Courcy||
nm0001460|Mimi Leder||
nm1799233|Nancy Buirski||
nm1547879|Thanos Anastopoulos||
nm0672873|Daniel Percival||
nm0584974|Amanda Micheli||
nm1664088|Jason Matzner||
nm3158460|Che Sandoval||
nm0760170|Edward Sampson||
nm0879209|Bill Tytla||
nm2763079|Sam Johnson||
nm3821208|Fernando Fraiha||
nm0946883|Nai-Hoi Yau||
nm0540542|Darren Patrick Moloney||
nm2953361|Chad N. Walker||
nm0267309|James Fargo||
nm1117098|David Nixon||
nm0074566|Regardt van den Bergh||
nm0271765|Paul Fenech||
nm8475614|Leslye Davis||
nm3266016|Trevor Jimenez||
nm0286975|Marc Forster||
nm0562090|Nina May||
nm0344262|Jonathan Gruber||
nm5820968|Sam Hanover||
nm2514229|Danny Daneau||
nm0355660|Ivan Hall||
nm0583659|Ben Meyerson||
nm0417724|Alexander Janko||
nm4802773|Bassam Tariq||
nm0687443|Jack Plotnick||
nm0004790|Scott Caan||
nm0397175|Cal Howard||
nm0080867|Abner Biberman||
nm0015443|Malek Akkad||
nm0803348|Ori Sivan||
nm0026174|John Andreas Andersen||
nm1509383|Nicki Harris||
nm1371512|Brock Morse||
nm2475544|Rezo Gigineishvili||
nm2800579|Matthew Bate||
nm0517877|Tommy Lohmann||
nm5604086|Mischa Marcus||
nm0600684|Unjoo Moon||
nm1159647|Punit Malhotra||
nm6971575|Skaiste Jauraite||
nm0887375|Philippe Van Leeuw||
nm0481606|Grant Lahood||
nm0001211|W.C. Fields||
nm0622147|Georgi Natanson||
nm1071849|Stéphane Berla||
nm0079578|Antoinette Beumer||
nm0557591|Sara Mast||
nm0480402|Susan Lacy||
nm0499916|Mika Lehtinen||
nm0462895|David Koepp||
nm1641305|Ale McHaddo||
nm0161067|Vasiliy Shukshin||
nm0191147|Michael Cuesta||
nm1641532|Akseli Tuomivaara||
nm9581358|Émilie B. Guérette||
nm4089028|Christopher Phelps||
nm1699780|Suha Arraf||
nm11118562|Azedine Ben||
nm0675571|Christjan Wegner||
nm0600546|Lukas Moodysson||
nm1880390|Matt Thompson||
nm0291082|Scott Frank||
nm1248456|Cordula Kablitz-Post||
nm2284735|Jonathon Narducci||
nm0730932|Chris Roberts||
nm0018201|Kirk Alex||
nm4516236|Shawn Holmes||
nm0754330|Saara Saarela||
nm0894207|Simon Verhoeven||
nm0078246|Kenneth J. Berton||
nm0000850|Clive Barker||
nm4800423|Mauricio Cuervo||
nm0760925|Conrado Sanchez||
nm0586002|Eduardo Mignogna||
nm0140754|Bryan H. Carroll||
nm1614988|Toni Harman||
nm0827644|Bert Stern||
nm1343042|Matthew Montgomery||
nm1753496|Gilles Gambino||
nm0056423|Chandra Barot||
nm0795803|Mina Shum||
nm0446622|Colson Baker||
nm0936654|Wojciech Wiszniewski||
nm0764601|Miguel Sapochnik||
nm0711416|Steen Rasmussen||
nm0125887|Bob Byington||
nm0184027|Peter Cousens||
nm1880342|Javier Chillon||
nm0047645|Pascale Bailly||
nm1211084|Katsuyoshi Yatabe||
nm1490813|Rick Ostermann||
nm0593463|John Cameron Mitchell||
nm0256831|Cy Endfield||
nm4426543|Chin-Chung Chan||
nm5692701|Frank Anderson||
nm0107655|Vinko Brešan||
nm0054744|Sooraj R. Barjatya||
nm1269216|Shawn Linden||
nm3573890|Linsey Stewart||
nm0223307|John Dexter||
nm0023207|José Alvarenga Jr.||
nm1760805|Evan Coyne Maloney||
nm2434677|Ankush||
nm1883257|Pablo Larraín||
nm0574238|John McPherson||
nm1000898|Syd Garon||
nm1498023|Simon Pearce||
nm1065402|Sanaa Hamri||
nm9751528|Rvbberduck||
nm2534222|Maqbool Khan||
nm1950075|Anthony Silverston||
nm3234345|Richard Brouillette||
nm0740612|Axelle Ropert||
nm17961367|Kenichi Maeda||
nm1873747|Gabriel Nesci||
nm2040366|Pascal Blanchard||
nm0382783|James D.R. Hickox||
nm0042764|Stefan Avalos||
nm1068020|Sheldon Candis||
nm5128546|Philippe Guedj||
nm0875423|Kôichi Tsunoda||
nm1309068|James D'Angelo||
nm0369517|Dominik Hauser||
nm0758484|Matthew Salkeld||
nm0850466|Aarne Tarkas||
nm0529737|Sophie Lévy||
nm1267707|Nicolas Bedos||
nm0496694|Paul Leduc||
nm0793662|Keizô Shimizu||
nm0497682|Khan Lee||
nm0635667|Mabel Normand||
nm2186979|Michael Chin||
nm4621289|Daniel Andrew Wunderer||
nm13936347|Cristian Ilisuan||
nm0946157|Filipp Yankovskiy||
nm6662015|Kurt Martin||
nm9283083|Michelle Leigh||
nm0406533|Murad Ibragimbekov||
nm3755906|Gerald Salmina||
nm0432719|John Junkerman||
nm5517460|Fáuston da Silva||
nm3269905|Jing Shang||
nm5331478|Borja de la Vega||
nm5657068|RJ Balaji||
nm4743029|Daniel Fitzsimmons||
nm0449084|Edmond Keosayan||
nm0299209|Noboru Furuse||
nm7670848|Tim De Keersmaecker||
nm3081166|Steve Watts Kennedy||
nm2206944|Mikkel Munch-Fals||
nm6708988|Karolis Kaupinis||
nm0833597|Deborah Stratman||
nm0832731|Mark Story||
nm1753723|Arcadi Palerm-Artis||
nm1831316|Timothy Boyle||
nm2099449|Thierry Lorenzi||
nm13905032|Kathleen Marshall||
nm2260801|Sarasawadee Wongsompetch||
nm3136289|Takashi Doscher||
nm9636648|Sudhi Maddison||
nm0555416|Marumo||
nm2279930|Ben C. Lucas||
nm4918687|Ben Hozie||
nm1416190|N. Linguswamy||
nm2074328|Nicholas Jasenovec||
nm4533952|Brian Jagger||
nm0007815|Khwaja Ahmad Abbas||
nm1417119|Ameer Sultan||
nm0101905|Rutherford Boyd||
nm0721707|Emer Reynolds||
nm3613566|Yeon Sang-ho||
nm0686884|Lucas Platt||
nm0003117|Ken Wheat||
nm0317928|David Gilbank||
nm1272325|Martin Le Gall||
nm0342579|Aleksandr Grishin||
nm2323069|Tony Masiello||
nm9775422|Nick Conidi||
nm4454185|Nikhil Mahajan||
nm3442182|Sonny Laguna||
nm2280976|Katja Duregger||
nm1097500|Herbert Janneke Jr.||
nm0780934|Bill Sebastian||
nm0080315|Mahesh Bhatt||
nm4268161|Firouzeh Khosrovani||
nm0441397|Tai Katô||
nm3717429|Shaleece Haas||
nm8242334|Joseph Thomas||
nm0819377|DJ Spooky||
nm2533322|Nathaniel Martello-White||
nm4909444|Rob Frost||
nm0002948|Costas Ferris||
nm0006639|Jeff Lieberman||
nm0371689|Linda-Lisa Hayter||
nm1827617|Emmanuel Klotz||
nm3422711|Mika Rättö||
nm1642908|Catriona McKenzie||
nm5849644|Ryan Henry Johnston||
nm9492054|Maki Kodaira||
nm5339583|Hugo Benamozig||
nm4309825|Ibo Karatay||
nm0269201|William C. Faure||
nm0058388|Bartabas||
nm0915838|David Weaver||
nm9513174|Agustina Comedi||
nm0121203|Janez Burger||
nm1639665|Danny Wolf||
nm3815211|Bradley Fowler||
nm0689708|John Pollono||
nm7776169|Emre Erdogdu||
nm8346057|Mark Wilshin||
nm1335773|Xandy Smith||
nm8856283|Luis De Filippis||
nm2192060|Dulyasit Niyomgul||
nm0369771|Genie Joseph||
nm11998729|Jung Yong-ju||
nm0672437|Werner Penzel||
nm2499496|Michael Craft||
nm1292231|Vincent Foster||
nm0488715|Birger Larsen||
nm4754017|Aleksandr Alyoshechkin||
nm8932993|Sara Litzenberger||
nm1119868|Eric Tosti||
nm3201475|Banks Helfrich||
nm0757541|Ronald Saland||
nm1319205|Pavan Kaul||
nm5471077|Octavian Repede||
nm0396426|Paul Hough||
nm0575272|Alex Mebane||
nm2028585|Sean Branney||
nm2047334|David McMahon||
nm3939436|Sarah Suco||
nm4658533|Basil da Cunha||
nm5827815|Richard Hughes||
nm0239477|Tristan Dubois||
nm0064022|Bradley Beesley||
nm4868497|Andreas Rochholl||
nm0165412|James Clavell||
nm0533334|John Mackenzie||
nm7012445|Ana del Hoyo||
nm1785608|George Amponsah||
nm0731641|Toby Roberts||
nm0551506|Lucrecia Martel||
nm2576844|Jack Bishop||
nm3937463|Brian Schmidt||
nm0272104|Michael Findlay||
nm2462444|Matthew Perkins||
nm1823286|Milos Skundric||
nm0504065|Bill Leslie||
nm0604688|Glen Morgan||
nm1723252|Emanuele Scaringi||
nm1079050|Kim Yong-gyun||
nm3376318|Bartek Dziadosz||
nm0560364|Jenna Mattison||
nm2663795|Michael Staininger||
nm2120578|Thomas Jakobsen||
nm7767925|Pham Ngoc Lan||
nm0326370|Phil Goldstone||
nm0800347|Rainer Simon||
nm0178951|Yann Coquart||
nm1027991|Ana Barredo||
nm0174452|Philippe Condroyer||
nm0003917|Kelley Cauthen||
nm0210659|Domingos de Oliveira||
nm9424256|Florent Bodin||
nm3225709|Tyler MacIntyre||
nm4127272|Yosef Khouwes||
nm2239480|Aleksandra Shokha||
nm1232262|Bertie Ellwood||
nm1703621|Marcelo Machado||
nm0484701|Matilde Landeta||
nm4390552|Shaquita Smith||
nm2046621|Marc Steele||
nm0133231|Fernando Coni Campos||
nm2148480|Kristian A. Söderström||
nm5145828|Tom Stephens||
nm0256178|Wesley Emerson||
nm0733208|Arthur Robison||
nm1010128|Jan Vogel||
nm6560412|Natalia Sinelnikova||
nm0095503|Don Boone||
nm0404752|Peter Huyck||
nm0973907|George A. Tramountanas||
nm5497302|Jonas Bak||
nm4253417|Lee Westwick||
nm0111332|Harry Bromley Davenport||
nm0042768|Alexandre Avancini||
nm0598173|Jayme Monjardim||
nm5533603|Laurynas Bareisa||
nm0994651|Annie Tresgot||
nm1030914|Salvador Litvak||
nm3676539|Armando Fonseca||
nm0917688|Weibang Ma-Xu||
nm3378947|Mark Lewis||
nm3057237|Michael Wahrmann||
nm2826867|PJ McCabe||
nm2730820|Antonín Novotný||
nm1504063|Wang Bing||
nm0626254|Carlo Gabriel Nero||
nm0661837|Hun-Su Park||
nm0077460|Giulio Berruti||
nm4745787|Zeno Graton||
nm5366685|Ross Adam||
nm1841530|Ryan Spindell||
nm3856861|Abiel Bruhn||
nm0862932|Jacob Tierney||
nm7698095|Alex Guilderland||
nm1294237|Richard Ray Perez||
nm0032816|Haruhiko Arai||
nm1879025|José Celestino Campusano||
nm2639503|Tom Shoval||
nm0128715|Edward L. Cahn||
nm4674549|Efe Hizir||
nm0767701|Victor Saville||
nm0226992|Edward Dillon||
nm1589701|Tariq Teguia||
nm0582841|Jean-Henri Meunier||
nm0567068|Peter McCubbin||
nm3425760|Chuck Powers||
nm1320143|Jesper Skaaning||
nm0188888|Nathan Crooker||
nm0245385|Allan Dwan||
nm0638527|Christian I. Nyby II||
nm0551361|Lawrence Marston||
nm2273522|Ei Aoki||
nm3482213|Eke Chukwu||
nm0002158|Edvin Adolphson||
nm2015765|Vincent Selva||
nm0713689|Yusup Razykov||
nm0132392|Dirk Campbell||
nm0299191|Takumi Furukawa||
nm0281653|Edward Fleming||
nm0098096|Jerzy Bossak||
nm0828720|Robert Stevens||
nm0907484|John Walker||
nm0325476|Murray Golden||
nm12178411|Rogue Rubin||
nm0404563|Bill Hutten||
nm0491504|Lau Lauritzen||
nm0946937|Hitoshi Yazaki||
nm0403855|Rolf Husberg||
nm0390103|Rod Holcomb||
nm0607701|Catherine Morshead||
nm0709309|Pedro L. Ramírez||
nm0271039|Gene Feldman||
nm3645961|Liam Dale||
nm0476591|Kazimierz Kutz||
nm2073620|Jesse Vile||
nm0472679|Jeff Krulik||
nm1958762|Tôru Kamei||
nm1733624|Richard Waterhouse||
nm0554924|Gilberto Martínez Solares||
nm0771942|Heinz Schirk||
nm0728774|Karl Ritter||
nm0923571|Tony Wharmby||
nm0304681|Alvin Ganzer||
nm2394307|Allan Myers||
nm0840042|A. Edward Sutherland||
nm4322337|Alex Secker||
nm1432654|Steven Vasquez||
nm0861243|Storm Thorgerson||
nm1180460|Robin Budd||
nm0219081|Jean-Charles Deniau||
nm0120365|Peter Gathings Bunche||
nm4227676|Joe Gillette||
nm3254695|Deepu Karunakaran||
nm3803069|Nick Robinson||
nm2625253|Jon Russell Cring||
nm0888585|Florestano Vancini||
nm0545216|Romolo Marcellini||
nm0250445|Walter Edwards||
nm6997094|Sam Herald||
nm1195542|Benjamin Meade||
nm3649405|Yukio Takahashi||
nm0347974|David Gumpel||
nm0791656|Mark Shepard||
nm0227661|Chuck Vincent||
nm0837208|Liliek Sudjio||
nm0293705|Leopoldo Fregoli||
nm0563710|Massimo Mazzucco||
nm4362775|Liam Hughes||
nm2488331|Miguel Gaudêncio||
nm1622543|Greg Galloway||
nm0305659|Manuel García Ferré||
nm0740568|Tom Ropelewski||
nm1101163|Will Yapp||
nm2265658|Burak Çevik||
nm3993149|Gippy Grewal||
nm1378755|Bobby Sheehan||
nm0004025|Erik Fleming||
nm7676450|Sruti Harihara Subramanian||
nm1420716|Jerry Kolber||
nm0524190|Jon Lucas||
nm15661792|Rajkumar Hirani||
nm1754432|Rosshan Andrrews||
nm0451969|Ilya Khrzhanovskiy||
nm15625159|Siddharth Bharathan||
nm3500190|Alessandro Genovesi||
nm0530668|Orlando Lübbert||
nm0155246|Huai-En Chen||
nm13841218|Rodrigo França||
nm0815070|Aaron Sorkin||
nm5987319|Bety Reis||
nm1276348|Meg Leonard||
nm0914310|Greg Watkins||
nm4399063|Puttipong Promsaka Na Sakolnakorn||
nm0696247|Emeric Pressburger||
nm1466283|Angela Sun||
nm1582519|Fred Manocherian||
nm0168641|Fred Coe||
nm0012267|Trish Adlesic||
nm1191388|Francisco Varone||
nm0364358|T.G. Herrington||
nm1603397|Michael Goetz||
nm2332629|Bernadett Tuza-Ritter||
nm4772813|Yang Lu||
nm6451383|Mark W. Curran||
nm4729658|Andres Salaff||
nm7107673|Sarah Menzies||
nm0001348|Werner Herzog||
nm1395100|Tuukka Temonen||
nm2549243|Yasuhiro Kawamura||
nm0394670|Keisuke Horibe||
nm0001178|Sergei Eisenstein||
nm0788454|Alan Shapiro||
nm1027203|Michael Covert||
nm6524357|Jacob Dufour||
nm0215549|Lino Del Fra||
nm0119685|Rudolf Buitendach||
nm1751767|Ulises Guzman||
nm1018426|Gonzalo López-Gallego||
nm0643690|Hiroyuki Ochi||
nm5650900|Joël Corcia||
nm1083540|Jason Stone||
nm0223814|Paola di Florio||
nm0608936|Craig Moss||
nm4462605|Damiano D'Innocenzo||
nm5415467|Kylie Claude||
nm0076215|Evan Bernard||
nm1354143|Jho Kwang-soo Kim||
nm4302809|Olivia Neergaard-Holm||
nm0529293|Knut Lystad||
nm0717959|Sophie Reine||
nm4534596|Orit Fouks Rotem||
nm7914779|Cho Jinseok||
nm0151066|Peter Ho-Sun Chan||
nm3766542|Mohamed El Aboudi||
nm6499573|Olivia Peace||
nm0683587|Søren Pilmark||
nm0950767|Evgeniy Yufit||
nm2787860|Romanus Wolter||
nm0623937|Dana Nechushtan||
nm1921714|Ilker Çatak||
nm1247364|Dan Hewitt Owens||
nm0466349|Baltasar Kormákur||
nm2580468|Leticia Prisco||
nm0815044|Carlos Sorin||
nm2017649|Paulo Nascimento||
nm1064048|Nikolaj Arcel||
nm0531431|Ruggero Maccari||
nm5540862|Caroline Cory||
nm0992159|Federico Veiroj||
nm3770762|Joe Hollow||
nm3335036|Dan Chen||
nm0927090|Bo Widerberg||
nm4458915|Sverak||
nm8844114|Tasha Van Zandt||
nm1672561|Jena Serbu||
nm2486149|Brooke Sebold||
nm4077888|Jon Schiefer||
nm6937276|Gooc-jin Ahn||
nm5237337|Michael James Johnson||
nm1578111|Justin Jones||
nm10300151|Jimmy Giannopoulos||
nm1163455|Fokion Bogris||
nm0857620|Justin Theroux||
nm5516767|Saela Davis||
nm0221265|Tom DeSimone||
nm0114602|Rowland Brown||
nm0637259|Tuva Novotny||
nm0202036|Peter Daskaloff||
nm0217974|André Delvaux||
nm3630622|Carlo Lavagna||
nm0182703|Midge Costin||
nm1255286|Benjamin Weill||
nm2516860|Makoto Bessho||
nm5402280|Alejandro Loayza Grisi||
nm0652541|Gennadiy Ostrovskiy||
nm17878286|Chris Mortensen||
nm0848165|Truman H. Talley||
nm0659380|Danny Pang||
nm4446096|Bumpy||
nm7116732|Sandrine Feydel||
nm2017755|T.J. Sullivan||
nm3433849|Lara Perez Takagi||
nm12135964|Nelson Dilipkumar||
nm0070890|Bill Benenson||
nm13549812|Natália Dias||
nm2514522|Eric Robel||
nm0931412|Oscar Williams||
nm2671965|Khalik Allah||
nm2728447|Maritte Lee Go||
nm0002233|Erich von Stroheim||
nm1283973|Abdullah Oguz||
nm0764781|Richard C. Sarafian||
nm2678319|Sajid||
nm1456170|Nicholas Verso||
nm0536632|Sharon Maguire||
nm6016015|Ryan Murdock||
nm10979787|Alina Bukhtiyarova||
nm0855424|Shinsuke Terasawa||
nm0414924|Steven Jacobson||
nm0890085|Marcel Varnel||
nm0886749|Shane Van Dyke||
nm0726472|Adam Rifkin||
nm1437277|Panna Rittikrai||
nm0478713|Jean-Claude La Marre||
nm0004886|Bill Duke||
nm1342923|Lalit Marathe||
nm1504247|Pablo Gonzalez||
nm0457178|Bert Kish||
nm6183918|Dmitriy Efimovich||
nm1831027|Matthew Makar||
nm2074234|Ray Gower||
nm3391024|Roger Boyer||
nm1595355|Richard Colton||
nm0500552|Mitchell Leisen||
nm0114182|Margaret Brown||
nm3069575|Jason Georgiades||
nm1162718|James Mann||
nm6380915|George McCann||
nm3157077|Guylo Homsy||
nm6737306|David Thorpe||
nm0004161|Mark Roper||
nm1482492|Katerina Thomadaki||
nm0455873|Stephen Kinsella||
nm0113819|Jeffrey D. Brown||
nm0872062|Brian Trenchard-Smith||
nm0595982|Gustavo Moheno||
nm0603294|Gérard Mordillat||
nm1482161|Sridhar Rangayan||
nm0793193|Frank Shields||
nm5018373|Nataliya Chervinskaya||
nm0840838|Teresa Suárez||
nm0817878|Brenton Spencer||
nm0175739|Tony Conrad||
nm0003201|Tim Sullivan||
nm0514722|Bill Littlejohn||
nm1204790|Sacha Bennett||
nm3825490|Ri Stewart||
nm0220645|Robert C. Dertano||
nm4228294|Sonya Lindfors||
nm1011180|Eloyce Gist||
nm0102144|Eugene Boyko||
nm0753734|Pascal Rémy||
nm5913711|Jung Huh||
nm0228013|Djibril Diop Mambéty||
nm4044914|Ian Manson||
nm0103187|Dan Bradley||
nm0022741|Jeremy Alter||
nm1615136|Johan Storm||
nm0480349|Rob LaDuca||
nm0952480|Roman Zaluski||
nm0812351|Olli Soinio||
nm2602495|Josh Criss||
nm4730668|Venu Sriram||
nm10203464|Seiji Tanaka||
nm15529734|Tom Jennings||
nm2118642|Eric Machiela||
nm0473941|Dan Kuenster||
nm12557839|Shouta Kitamoto||
nm1590733|Lynn Alleway||
nm0163990|Greydon Clark||
nm12422594|Sébastien Rensonnet||
nm1616394|Nabil Ben Yadir||
nm0102434|Steve Boyum||
nm0630028|Randall Nickerson||
nm1265240|Jared Bentley||
nm0001427|Greg Kinnear||
nm0895259|Bruno VeSota||
nm3101037|Angela McCulley||
nm0774116|Jason Schnell||
nm0052944|Jack Baran||
nm0156448|Chi Leung 'Jacob' Cheung||
nm0373571|Kevin Heffernan||
nm5014824|Mikhil Musale||
nm4578808|Chris Simoes||
nm6003581|Julian Klincewicz||
nm0741672|Sherrie Rose||
nm0743916|Warwick Ross||
nm2885648|Brian A. Loschiavo||
nm0182970|Paul Cotter||
nm4124165|Charlie Francis||
nm0517597|Joshua Logan||
nm0220240|Eugenio Derbez||
nm0776980|Eric Schwab||
nm0096375|Sebastián Borensztein||
nm0000329|Jackie Chan||
nm0005904|Gregg Toland||
nm1895341|Billy Senese||
nm3629315|Joachim Back||
nm9709838|Chao Xi||
nm1776294|Nicholas Carpenter||
nm1270069|Adam Salky||
nm1360804|Shi-Zheng Chen||
nm0829820|Scott Stewart||
nm0282064|Mandie Fletcher||
nm0325998|Kennedy Goldsby||
nm6576361|Matt D'Avella||
nm1084488|Umesh Shukla||
nm0001700|Nancy Savoca||
nm3487240|Lynsey Miller||
nm4445311|May Grehan||
nm0000162|Anne Heche||
nm0410640|Kris Isacsson||
nm2414127|Mudassar Aziz||
nm0452047|Aleksandr Khvan||
nm0879889|Leslee Udwin||
nm0821412|Juan Bautista Stagnaro||
nm1058532|Rob Hodselmans||
nm1070737|Mercedes Álvarez||
nm1091767|Akihiko Yamashita||
nm1114166|E. Hardon||
nm3403118|Catalina Aguilar Mastretta||
nm0414936|Anders Jacobsson||
nm0309697|Tony Gatlif||
nm0001490|Adrian Lyne||
nm0070463|Lucho Bender||
nm0375691|Veit Helmer||
nm2142624|Keith Miller||
nm0247949|Jacques Palminger||
nm1434000|Jim Fields||
nm0101055|George Bowers||
nm2088079|Jane Preston||
nm0003433|Carl Theodor Dreyer||
nm0781842|Peter Segal||
nm1747765|Urmas E. Liiv||
nm3395260|Johnny Hall||
nm0169540|Larry Cohen||
nm2306773|Gwen van de Pas||
nm0767680|Donna Robinson||
nm2149740|Andrew Shapter||
nm1487668|Kenn Navarro||
nm0230859|Xavier Dolan||
nm0998581|John Douglas Sinclair||
nm0000770|David Anspaugh||
nm0127168|Fritz Böttger||
nm0711149|Ian Iqbal Rashid||
nm9569577|Yohan Thireau||
nm5548363|Nathan Grossman||
nm2865315|Josh Raskin||
nm0079111|Jeff Betancourt||
nm1622441|Brett Harvey||
nm4680510|Roy Rezaäli||
nm0557751|Peter Masterson||
nm0215455|Ronnie Del Carmen||
nm2758808|Hideki Kuroda||
nm1911579|Emma Pildes||
nm4401789|Tomasz Lesniak||
nm1658104|Rhys Thomas||
nm17460777|Serge Bergon||
nm0834111|Tish Streeten||
nm8447634|Zach Huckaby||
nm1077168|Yann Samuell||
nm0524516|Daniele Luchetti||
nm0097796|William Bosche||
nm0700732|Leah Purcell||
nm0335269|Barra Grant||
nm2105039|Genevieve Nnaji||
nm0343048|Viktor Gromov||
nm0218840|Jacques Demy||
nm4620395|Erik Bloomquist||
nm2037101|Lagniappe||
nm4598786|Aaron Kim||
nm0031835|Yasunao Aoki||
nm3976649|Devin Hume||
nm1189715|Emanuele Imbucci||
nm0527121|Guido Zurli||
nm0248373|Hector Echavarria||
nm1558799|Makoto Nakamura||
nm4873470|Elliot Weaver||
nm1988172|Yoshiyuki Takei||
